University,ycanvas,xcanvas
https://www.rwth-aachen.de/,0.547127285513418,0.05779166666667
https://www.alanus.edu/de/home/,0.552848101265823,0.14994444444444
http://www.uni-augsburg.de/,0.856469760900127,0.5398333333333
https://www.uni-bamberg.de/,0.659001406469747,0.5386666666667
https://www.uni-bayreuth.de/,0.654571026722912,0.6085833333333
http://www.escpeurope.eu/de/,0.326075618530253,0.7788779258611
https://www.fu-berlin.de/,0.33505625879038,0.7790555555556
http://www.hertie-school.org/,0.327488417721519,0.78892772
https://www.hu-berlin.de/,0.326828410689114,0.7893333333333
http://www.steinbeis-hochschule.de/,0.327925316455696,0.7973489722222
https://www.tu-berlin.de/,0.327601969057722,0.7826388888889
http://www.udk-berlin.de/,0.328094233473925,0.7831111111111
http://www.uni-bielefeld.de/,0.387623066104051,0.29930555555556
https://www.ruhr-uni-bochum.de/,0.462797468354431,0.17615722222222
https://www.uni-bonn.de/,0.552672292545697,0.16022222222222
http://www.hbk-bs.de/,0.359810126582279,0.5001666666667
https://www.tu-braunschweig.de/,0.357770745428987,0.5029722222222
http://www.jacobs-university.de/,0.244725738396583,0.315
https://www.uni-bremen.de/,0.252068459915569,0.33536069444444
http://www.tu-chemnitz.de/,0.53934599156114,0.74275
https://www.tu-clausthal.de/,0.417123769338988,0.4834444444444
https://www.b-tu.de/,0.452973417721519,0.8486819722222
http://www.tu-darmstadt.de/,0.661392405063291,0.31569444444444
http://www.hfm-detmold.de/,0.401429493670886,0.3373456
https://www.tu-dortmund.de/,0.456650492264431,0.19142666666667
http://www.hfbk-dresden.de/,0.512298523206709,0.8242444444444
http://www.hfmdd.de,0.512181082981772,0.8224825
http://www.palucca.eu/,0.515318227848101,0.8270999
https://www.tu-dresden.de/,0.515436005625823,0.8226666666667
http://www.uni-due.de/,0.464662447257342,0.13008333333333
http://www.hhu.de/,0.494901547116709,0.12941666666667
https://www.kunstakademie-duesseldorf.de/,0.489805309423291,0.12736511111111
http://www.rsh-duesseldorf.de/,0.488312165963418,0.12720630555556
http://www.ku.de/,0.78614627285519,0.5689722222222
https://www.uni-erfurt.de/,0.520077355836836,0.5510833333333
https://fau.de/,0.696554149085823,0.5506944444444
http://www.folkwang-uni.de/,0.469936708860759,0.15044444444444
http://www.uni-flensburg.de/,0.0410689170182289,0.39522222222222
http://www.frankfurt-school.de/,0.628762278481013,0.3180278
http://www.hfmdk-frankfurt.info/,0.630367088607595,0.31762
https://www.uni-frankfurt.de/,0.980388860759494,0.467431
http://www.sankt-georgen.de/,0.633103797468354,0.3212
http://www.euv-ffo.de/,0.349068565400886,0.9054691944444
http://www.tu-freiberg.de/,0.529360056258734,0.7840833333333
http://www.uni-freiburg.de/,0.899473164556962,0.2346958
http://www.mh-freiburg.de/,0.900117848101266,0.2372515
http://www.ph-freiburg.de/,0.901125175808735,0.23933333333333
https://www.zu.de/,0.941947960618861,0.39338888888889
http://www.thf-fulda.de,0.575361012658228,0.417116
http://www.hs-geisenheim.de/,0.647573839662405,0.24613888888889
http://www.uni-giessen.de/,0.572106188466962,0.31772222222222
http://www.uni-goettingen.de/,0.450397327707469,0.4434475
https://www.uni-greifswald.de/,0.127285513361519,0.7874444444444
https://www.fernuni-hagen.de/,0.47123769338962,0.19952777777778
http://www.uni-halle.de/,0.457419127988734,0.6468888888889
http://www.law-school.de,0.194998734177215,0.448267
http://www.hcu-hamburg.de/,0.197430379746835,0.45048
https://www.hsu-hh.de/,0.193943037974684,0.460719
http://www.hfbk-hamburg.de/,0.193978481012658,0.453132
http://www.hfmt-hamburg.de,0.193600562587849,0.44988888888889
http://www.tuhh.de/,0.207473628692026,0.44695055555556
http://www.uni-hamburg.de/,0.194057721518988,0.4483889
http://www.uni-hannover.de/,0.344023544303798,0.4217729
http://www.hmtm-hannover.de/,0.344620253164557,0.42544444444444
http://www.mh-hannover.de/,0.343811533052026,0.43047222222222
http://www.tiho-hannover.de,0.34567510548519,0.42655555555556
http://www.hfjs.eu/,0.720248101265823,0.320147
http://www.ph-heidelberg.de/,0.718928867791899,0.31847386111111
https://www.uni-heidelberg.de/,0.72019088607595,0.320659
http://www.uni-hildesheim.de/,0.37552742616038,0.4475
https://www.tu-ilmenau.de/,0.559282700421899,0.5439
https://www.uni-jena.de/,0.527918424753924,0.6089444444444
http://www.uni-kl.de/,0.718495077355823,0.22530555555556
http://www.hfm-karlsruhe.de/,0.771575246132152,0.29272555555556
https://www.kit.edu/,0.770953164556962,0.291167
http://www.ph-karlsruhe.de,0.770411518987342,0.2892738
http://www.hfg-karlsruhe.de/,0.77194092827,0.28838888888889
http://www.uni-kassel.de/,0.478129873417722,0.4007562
http://www.uni-kiel.de/,0.0963431786216459,0.46225
http://www.muthesius-kunsthochschule.de,0.097819971870634,0.4641388888889
https://www.uni-koblenz-landau.de/,0.599542897327722,0.20591666666667
http://www.uni-konstanz.de/,0.937947468354431,0.36881
http://www.dshs-koeln.de/,0.526998980309368,0.1369341
https://www.hfmt-koeln.de/,0.525614810126583,0.1461217
http://www.khm.de/,0.527338734177215,0.14623169444444
http://www.uni-koeln.de/,0.528094233473924,0.14286111111111
http://www.hhl.de/,0.475986075949368,0.684965
http://www.hgb-leipzig.de,0.47678407173,0.6867836111111
http://www.hmt-leipzig.de/,0.476863572433165,0.6866666666667
https://www.uni-leipzig.de/,0.476113924050633,0.6878727777778
http://www.ph-ludwigsburg.de/,0.78356483825595,0.36831216666667
http://www.leuphana.de/,0.236849507735569,0.4901111111111
http://www.uni-luebeck.de/,0.159881856540127,0.5205833333333
https://www.ovgu.de/,0.374644163150507,0.6143233333333
https://www.uni-mainz.de/,0.646448663853672,0.27416666666667
http://www.muho-mannheim.de,0.710906075949367,0.2970829
http://www.uni-mannheim.de/,0.710987849472532,0.29646868705556
https://www.uni-marburg.de/,0.542941772151899,0.32737
http://www.hoev-rlp.de/,0.604043037974684,0.172945
http://website.musikhochschule-muenchen.de/de/,0.880239099859368,0.6067777777778
http://www.hfph.de/,0.879883544303798,0.608329
http://www.hfp.tum.de/,0.880126582278482,0.60632
https://www.uni-muenchen.de/,0.879641350211013,0.6080277777778
http://www.tum.de/,0.879922644163165,0.6068055555556
http://www.ufu-muenchen.de/,0.878023909985949,0.6009444444444
http://www.unibw.de/,0.888567088607595,0.613813
http://www.dhpol.de,0.405309423347342,0.2145
http://www.kunstakademie-muenster.de/,0.39567510548519,0.21016666666667
https://www.uni-muenster.de/,0.397011251758102,0.21130555555556
http://www.augustana.de,0.736286919831266,0.52775
https://uol.de/,0.247116736990126,0.26822222222222
https://www.uni-osnabrueck.de/,0.357850253164558,0.2541767
http://www.thf-paderborn.de,0.428343881856582,0.32549444444444
http://www.uni-paderborn.de/,0.429360056258734,0.32722222222222
http://www.uni-passau.de/,0.82679324894519,0.7953333333333
http://www.filmuniversitaet.de,0.343213783403671,0.7616666666667
https://www.uni-potsdam.de/,0.341631504922659,0.7511944444444
http://www.uni-regensburg.de/,0.772392405063291,0.6595
http://www.oth-regensburg.de/,0.771686835443039,0.6595089
http://www.hmt-rostock.de/,0.127651898734178,0.66444
http://www.uni-rostock.de/,0.128084430379747,0.6633373
http://www.hfm.saarland.de,0.742998593530254,0.14978333333333
http://www.uni-saarland.de/,0.739803094233418,0.15416666666667
http://www.ph-gmuend.de,0.798523206751013,0.43288888888889
http://www.uni-siegen.de/,0.530836849507722,0.25283333333333
http://www.uni-speyer.de/,0.73209950773557,0.29163083333333
http://www.pth-augustin.eu,0.547577088607595,0.167827
https://www.hmdk-stuttgart.de,0.800175822784811,0.3685833
http://www.abk-stuttgart.de/,0.797449367088608,0.367429
https://www.uni-hohenheim.de/,0.808544303797469,0.3714
http://www.uni-stuttgart.de/,0.799784810126583,0.36752
http://www.theo.uni-trier.de/,0.677606329113924,0.118758
http://www.uni-trier.de/,0.677505274261646,0.11753555555556
http://www.mh-trossingen.de//,0.889191012658228,0.3138237
http://www.uni-tuebingen.de/,0.832324191279874,0.35591666666667
http://www.uni-ulm.de,0.845304430379747,0.4453774
http://www.pthv.de,0.594743784810126,0.21276014
http://www.whu.edu/,0.594895534458481,0.21135063888889
http://www.uni-vechta.de/,0.301062278481012,0.2793819
http://www.uni-weimar.de/,0.522217651195443,0.582905
http://www.hfm-weimar.de/,0.521731645569621,0.583154
http://www.ph-weingarten.de/,0.922827848101266,0.414395
http://www.ebs.edu/,0.643987341772152,0.255
https://www.uni-wh.de/,0.46173835443038,0.1857233
http://www.uni-wuppertal.de/,0.487939521800253,0.16494444444444
http://www.kiho-wb.de/,0.485407876230633,0.16702777777778
http://www.hfm-wuerzburg.de/,0.671839697608988,0.44339466666667
http://www.uni-wuerzburg.de/,0.672398030942279,0.44352777777778
https://www.hsu-hh.de/,0.193943037974684,0.460719
